name,cust,date,sales
Parros  Danita,12108,1998-03-27,14.84
Parros  Danita,12108,1998-03-30,21.98
Parros  Danita,12108,1998-04-04,21.66
Parros  Danita,12108,1998-05-07,9.99
Parros  Danita,12108,1998-05-15,35.99
Parros  Danita,12108,1998-05-19,15.99
Parros  Danita,12108,1998-05-22,13.49
Parros  Danita,12108,1998-05-28,59.95
Parros  Danita,12108,1998-05-28,56.95
Parros  Danita,12108,1998-06-01,4.49
Parros  Danita,12108,1998-06-03,15.49
Parros  Danita,12108,1998-06-24,12.99
Evering  Erika,12112,1997-02-13,12.97
Evering  Erika,12112,1998-03-28,20.98
Daniels  Anay,12123,1997-02-13,11.77
Daniels  Anay,12123,1997-02-18,9.97
Daniels  Anay,12123,1998-01-08,11.49
Christensen  Mikal,12124,1997-02-13,15.96
Krumland  Dawit,12125,1997-02-13,46.52
Krumland  Dawit,12125,1997-03-04,59.97
Sahani  Trystin,12143,1997-02-13,12.97
Phanthavongsa  Isaah,12161,1997-02-13,12.49
Phanthavongsa  Isaah,12161,1997-02-27,14.96
Phanthavongsa  Isaah,12161,1997-02-28,14.96
Phanthavongsa  Isaah,12161,1997-03-27,13.97
Chapman  Bryce,12162,1997-02-13,28.74
Ulland  Mikayla,12179,1997-02-13,12.49
Snow  Kevin,12195,1997-02-13,59.28
Kargar  Kyler,12212,1997-02-13,10.97
Debique  Mariah,12233,1997-02-13,5.78
Tveter  Trent,12248,1997-02-13,27.94
Tveter  Trent,12248,1997-04-16,32.26
Mcconnaughhay  Jason,12252,1997-02-13,13.97
Howard  Chelsi,12270,1997-02-13,13.97
Howard  Chelsi,12270,1998-03-05,28.98
Howard  Chelsi,12270,1998-06-13,37.47
Howard  Chelsi,12272,1997-02-13,50.67
Howard  Chelsi,12272,1997-02-17,43.73
Howard  Chelsi,12272,1997-08-18,28.74
Howard  Chelsi,12272,1997-08-31,28.18
Howard  Chelsi,12272,1997-10-13,18.98
Howard  Chelsi,12272,1998-02-08,50.48
Howard  Chelsi,12272,1998-03-07,65.45
Howard  Chelsi,12272,1998-03-09,9.49
Howard  Chelsi,12272,1998-03-19,16.99
Howard  Chelsi,12272,1998-03-31,37.96
Howard  Chelsi,12272,1998-04-15,30.98
Howard  Chelsi,12272,1998-05-14,46.47
Howard  Chelsi,12272,1998-06-04,9.49
Howard  Chelsi,12272,1998-06-14,61.45
Howard  Chelsi,12283,1997-02-13,11.99
Howard  Chelsi,12283,1997-02-13,10.77
Le  Kyree,11604,1997-02-14,69.94
Le  Kyree,11604,1997-05-21,17.9
Le  Kyree,11604,1997-07-02,41.69
Le  Kyree,11604,1997-07-08,32.72
Le  Kyree,11604,1997-11-02,26.98
Le  Kyree,11604,1997-12-02,16.49
Le  Kyree,11604,1998-06-14,38.24
Hightower  Jordan,11763,1997-02-14,48.31
Hightower  Jordan,11763,1997-04-03,12.77
Hightower  Jordan,11763,1997-04-10,31.05
Hightower  Jordan,11763,1997-05-22,29.92
Hightower  Jordan,11763,1997-07-09,4.79
Hightower  Jordan,11763,1997-10-17,9.99
Hightower  Jordan,11763,1997-12-14,34.47
Hightower  Jordan,11763,1998-02-10,21.48
Howard  Chelsi,12303,1997-02-14,26.73
Howard  Chelsi,12303,1997-09-13,38.97
Howard  Chelsi,12305,1997-02-14,14.37
Howard  Chelsi,12310,1997-02-14,14.37
Howard  Chelsi,12310,1997-09-14,42.97
Howard  Chelsi,12310,1997-09-30,41.97
Howard  Chelsi,12310,1997-10-18,13.99
Howard  Chelsi,12310,1997-10-26,22.49
Howard  Chelsi,12310,1997-11-30,15.49
Howard  Chelsi,12310,1998-01-18,40.56
Howard  Chelsi,12310,1998-05-12,15.49
Howard  Chelsi,12310,1998-05-16,42.98
Howard  Chelsi,12311,1997-02-14,42.36
Howard  Chelsi,12311,1997-03-11,15.36
Howard  Chelsi,12311,1997-12-15,18.49
Howard  Chelsi,12322,1997-02-14,14.37
Howard  Chelsi,12322,1997-08-02,28.93
Howard  Chelsi,12322,1997-09-24,25.98
Howard  Chelsi,12322,1998-01-02,25.98
Howard  Chelsi,12322,1998-06-04,51.03
Howard  Chelsi,12324,1997-02-14,62.87
Howard  Chelsi,12324,1997-02-20,21.74
Howard  Chelsi,12327,1997-02-14,21.95
Howard  Chelsi,12345,1997-02-14,15.36
Howard  Chelsi,12349,1997-02-14,63.37
Howard  Chelsi,12349,1997-02-15,49.28
Howard  Chelsi,12349,1997-02-22,24.37
Howard  Chelsi,12357,1997-02-14,11.77
Howard  Chelsi,12357,1997-02-25,11.77
Howard  Chelsi,12357,1997-12-21,15.49
Howard  Chelsi,12357,1998-06-09,20.98
Howard  Chelsi,12393,1997-02-14,15.96
Howard  Chelsi,12410,1997-02-14,41.54
Howard  Chelsi,12432,1997-02-14,24.74
Howard  Chelsi,12432,1997-02-18,24.74
Howard  Chelsi,12439,1997-02-14,43.25
Howard  Chelsi,12439,1997-02-14,14.99
Howard  Chelsi,12439,1997-02-24,44.93
Howard  Chelsi,12439,1997-03-21,14.99
Howard  Chelsi,12439,1997-03-31,23.14
Howard  Chelsi,12439,1997-04-20,12.7
Howard  Chelsi,12439,1997-04-24,19.99
Howard  Chelsi,12439,1997-05-07,51.89
Howard  Chelsi,12439,1997-05-30,14.99
Howard  Chelsi,12439,1997-10-07,13.99
Howard  Chelsi,12442,1997-02-14,25.94
Howard  Chelsi,12455,1997-02-14,9.98
Howard  Chelsi,12455,1997-03-18,35.51
Howard  Chelsi,12455,1997-03-27,43.92
Howard  Chelsi,12455,1997-05-20,62.26
Howard  Chelsi,12455,1997-06-27,29.94
Howard  Chelsi,12455,1997-07-24,42.7
Howard  Chelsi,12455,1997-08-20,32.69
Howard  Chelsi,12455,1997-10-01,47.95
Howard  Chelsi,12455,1997-12-02,9.99
Howard  Chelsi,12455,1997-12-09,25.97
Howard  Chelsi,12455,1998-01-19,47.96
Howard  Chelsi,12455,1998-01-20,25.48
Howard  Chelsi,12455,1998-02-26,60.34
Howard  Chelsi,12455,1998-03-18,33.54
Howard  Chelsi,12455,1998-03-19,13.99
Howard  Chelsi,12455,1998-05-20,39.25
Howard  Chelsi,12455,1998-06-10,47.35
Howard  Chelsi,12463,1997-02-14,14.99
Howard  Chelsi,12476,1997-02-14,28.27
Howard  Chelsi,12476,1997-02-22,15.96
Howard  Chelsi,12476,1997-04-26,44.43
Howard  Chelsi,12476,1997-06-01,29.33
Howard  Chelsi,12476,1997-06-08,42.69
Howard  Chelsi,12476,1997-08-21,42.11
Howard  Chelsi,12476,1997-09-09,39.47
Howard  Chelsi,12476,1997-10-07,27.98
Howard  Chelsi,12476,1997-10-10,28.49
Howard  Chelsi,12476,1997-10-16,44.47
Howard  Chelsi,12476,1997-10-23,45.47
Howard  Chelsi,12476,1997-10-27,41.47
Howard  Chelsi,12476,1997-10-31,40.97
Howard  Chelsi,12476,1997-11-10,30.48
Howard  Chelsi,12476,1997-11-17,38.47
Howard  Chelsi,12476,1997-11-18,11.49
Howard  Chelsi,12476,1997-11-27,39.47
Howard  Chelsi,12476,1997-11-27,26.48
Howard  Chelsi,12476,1997-12-07,49.47
Howard  Chelsi,12476,1997-12-07,14.99
Howard  Chelsi,12476,1997-12-10,25.98
Howard  Chelsi,12476,1998-01-01,30.47
Howard  Chelsi,12476,1998-01-04,41.97
Howard  Chelsi,12476,1998-01-11,32.97
Howard  Chelsi,12476,1998-01-17,41.47
Howard  Chelsi,12476,1998-02-02,44.21
Howard  Chelsi,12476,1998-02-02,26.37
Howard  Chelsi,12476,1998-02-03,15.49
Howard  Chelsi,12476,1998-02-05,26.48
Howard  Chelsi,12476,1998-02-14,22.98
Howard  Chelsi,12476,1998-02-28,43.97
Howard  Chelsi,12476,1998-02-28,46.47
Howard  Chelsi,12476,1998-02-28,33.48
Howard  Chelsi,12476,1998-03-01,39.47
Howard  Chelsi,12476,1998-03-02,39.97
Howard  Chelsi,12476,1998-03-09,11.49
Howard  Chelsi,12476,1998-03-24,29.98
Howard  Chelsi,12476,1998-04-16,27.37
Howard  Chelsi,12476,1998-04-24,22.92
Howard  Chelsi,12476,1998-04-24,26.48
Howard  Chelsi,12476,1998-04-26,27.37
Howard  Chelsi,12476,1998-05-03,20.98
Howard  Chelsi,12476,1998-05-07,38
Howard  Chelsi,12476,1998-05-18,45.47
Howard  Chelsi,12476,1998-05-26,38.07
Howard  Chelsi,12476,1998-06-06,12.58
Howard  Chelsi,12476,1998-06-26,43.36
Howard  Chelsi,12485,1997-02-14,14.96
Howard  Chelsi,12499,1997-02-14,34.97
Howard  Chelsi,12520,1997-02-14,26.57
Howard  Chelsi,12533,1997-02-14,58.05
Howard  Chelsi,12533,1997-02-16,46.29
Chargualaf  Nathanael,10216,1997-02-15,44.77
Howard  Chelsi,12545,1997-02-15,67.51
Howard  Chelsi,12565,1997-02-15,25.74
Howard  Chelsi,12582,1997-02-15,24.73
Howard  Chelsi,12582,1997-10-30,51.97
Howard  Chelsi,12595,1997-02-15,66.85
Howard  Chelsi,12595,1997-11-06,56.96
Howard  Chelsi,12595,1998-03-05,35.47
Howard  Chelsi,12609,1997-02-15,35.31
Howard  Chelsi,12622,1997-02-15,49.99
Howard  Chelsi,12638,1997-02-15,11.77
Howard  Chelsi,12638,1998-02-22,28.56
Howard  Chelsi,12650,1997-02-15,101.11
Howard  Chelsi,12658,1997-02-15,28.98
Howard  Chelsi,12658,1997-03-30,13.97
Howard  Chelsi,12673,1997-02-15,14.37
Howard  Chelsi,12687,1997-02-15,14.37
Howard  Chelsi,12693,1997-02-15,59.06
Howard  Chelsi,12693,1997-03-13,56.28
Howard  Chelsi,12693,1998-05-28,40.47
Howard  Chelsi,12713,1997-02-15,20.99
Howard  Chelsi,12713,1997-10-14,11.49
Howard  Chelsi,12733,1997-02-15,29.73
Howard  Chelsi,12752,1997-02-15,3.99
Howard  Chelsi,12769,1997-02-15,12.97
Howard  Chelsi,12784,1997-02-15,37.51
Howard  Chelsi,12798,1997-02-15,12.49
Howard  Chelsi,12798,1998-06-02,32.98
Howard  Chelsi,12798,1998-06-11,69.95
Howard  Chelsi,12798,1998-06-19,27.98
Howard  Chelsi,12804,1997-02-15,31.52
Howard  Chelsi,12804,1997-06-29,26.93
Howard  Chelsi,12804,1997-07-26,40.7
Howard  Chelsi,12804,1997-08-31,28.73
Howard  Chelsi,12804,1997-11-04,26.98
Howard  Chelsi,12804,1998-03-04,30.98
Howard  Chelsi,12804,1998-05-29,32.97
Howard  Chelsi,12815,1997-02-15,11.77
Howard  Chelsi,12833,1997-02-15,15.76
Howard  Chelsi,12354,1997-02-16,15.36
Howard  Chelsi,12354,1997-02-21,11.97
Howard  Chelsi,12354,1997-03-14,10.77
Howard  Chelsi,12354,1997-03-14,14.37
Howard  Chelsi,12354,1997-08-16,33.37
Howard  Chelsi,12354,1997-10-03,25.98
Howard  Chelsi,12354,1997-11-13,9.49
Howard  Chelsi,12354,1998-01-09,18.49
Howard  Chelsi,12354,1998-01-29,27.47
Howard  Chelsi,12354,1998-04-29,24.98
Howard  Chelsi,12425,1997-02-16,52.87
Howard  Chelsi,12547,1997-02-16,14.37
Howard  Chelsi,12547,1997-04-08,12.77
Howard  Chelsi,12547,1997-04-29,15.36
Howard  Chelsi,12547,1997-08-28,5.79
Howard  Chelsi,12547,1997-10-21,26.48
Howard  Chelsi,12547,1997-11-28,12.49
Howard  Chelsi,12547,1998-02-21,25.48
Howard  Chelsi,12700,1997-02-16,86.52
Howard  Chelsi,12845,1997-02-16,29.33
Howard  Chelsi,12845,1997-02-24,15.36
Howard  Chelsi,12845,1997-03-26,43.3
Howard  Chelsi,12845,1997-03-29,28.93
Howard  Chelsi,12845,1997-04-03,37.73
Howard  Chelsi,12845,1997-04-20,40.71
Howard  Chelsi,12845,1997-07-10,25.74
Howard  Chelsi,12845,1997-07-19,54.52
Howard  Chelsi,12845,1997-07-27,54.9
Howard  Chelsi,12845,1997-10-19,38.97
Howard  Chelsi,12845,1998-02-22,75.95
Howard  Chelsi,12845,1998-03-01,98.6
Howard  Chelsi,12845,1998-04-04,109.89
Howard  Chelsi,12845,1998-04-08,65.99
Howard  Chelsi,12849,1997-02-16,14.37
Howard  Chelsi,12861,1997-02-16,34.31
Howard  Chelsi,12861,1997-02-22,11.77
Howard  Chelsi,12868,1997-02-16,24.9
Howard  Chelsi,12882,1997-02-16,15.96
Howard  Chelsi,12882,1998-01-02,81.94
Howard  Chelsi,12882,1998-05-09,82.81
Howard  Chelsi,12882,1998-05-10,16.49
Howard  Chelsi,12882,1998-05-22,27.99
Howard  Chelsi,12884,1997-02-16,62.65
Howard  Chelsi,12884,1997-04-06,36.33
Howard  Chelsi,12884,1997-05-19,46.28
Howard  Chelsi,12900,1997-02-16,12.77
Howard  Chelsi,12924,1997-02-16,47.98
Howard  Chelsi,12924,1998-03-08,13.49
Howard  Chelsi,12934,1997-02-16,12.49
Howard  Chelsi,12934,1997-02-22,12.97
Howard  Chelsi,12934,1997-03-25,14.9
Howard  Chelsi,12934,1997-04-25,12.49
Howard  Chelsi,12934,1997-05-10,19.55
Howard  Chelsi,12934,1997-05-24,12.25
Howard  Chelsi,12934,1997-05-31,18.52
Howard  Chelsi,12934,1997-06-07,12.25
Howard  Chelsi,12934,1997-06-18,21
Howard  Chelsi,12934,1997-06-24,12.25
Howard  Chelsi,12934,1997-07-08,16.65
Howard  Chelsi,12934,1997-09-20,12.49
Howard  Chelsi,12934,1997-10-19,33.98
Howard  Chelsi,12934,1997-11-23,9.99
Howard  Chelsi,12934,1997-12-17,9.49
Howard  Chelsi,12934,1998-02-14,44.97
Howard  Chelsi,12934,1998-03-22,21.49
Howard  Chelsi,12934,1998-04-11,12.58
Howard  Chelsi,12934,1998-04-18,46.47
Howard  Chelsi,12934,1998-05-23,37.97
Howard  Chelsi,12934,1998-05-30,20.99
Howard  Chelsi,12934,1998-06-16,6.49
Howard  Chelsi,12940,1997-02-16,32.37
Howard  Chelsi,12952,1997-02-16,39.91
Howard  Chelsi,12952,1997-02-25,39.74
Howard  Chelsi,12953,1997-02-16,46.49
Howard  Chelsi,12953,1997-02-22,31.98
Howard  Chelsi,12953,1997-03-11,30.95
Howard  Chelsi,12953,1997-03-23,41.56
Howard  Chelsi,12953,1997-07-25,36.22
Howard  Chelsi,12953,1997-09-03,13.72
Howard  Chelsi,12953,1997-09-05,5.79
Howard  Chelsi,12953,1997-09-29,11.49
Howard  Chelsi,12953,1997-09-30,24.98
Howard  Chelsi,12953,1997-11-22,12.49
Howard  Chelsi,12953,1998-01-02,24.98
Howard  Chelsi,12953,1998-01-27,21.49
Howard  Chelsi,12953,1998-03-18,36.47
Howard  Chelsi,12953,1998-04-20,34.51
Howard  Chelsi,12953,1998-04-21,19.49
Howard  Chelsi,12957,1997-02-16,51.67
Howard  Chelsi,12962,1997-02-16,15.36
Howard  Chelsi,12962,1997-03-13,12.77
Howard  Chelsi,12973,1997-02-16,39.35
Howard  Chelsi,12973,1998-05-23,122.9
Howard  Chelsi,12981,1997-02-16,30.72
Howard  Chelsi,12981,1997-04-12,29.33
Howard  Chelsi,12989,1997-02-16,28.76
Howard  Chelsi,13004,1997-02-16,11.77
Howard  Chelsi,13023,1997-02-16,39.91
Howard  Chelsi,13023,1997-04-16,66.04
Howard  Chelsi,13023,1997-05-29,47.1
Howard  Chelsi,13023,1997-07-30,28.34
Howard  Chelsi,13023,1997-10-14,41.47
Howard  Chelsi,13023,1997-11-08,39.47
Howard  Chelsi,13028,1997-02-16,36.31
Howard  Chelsi,13041,1997-02-16,17.97
Howard  Chelsi,13052,1997-02-16,13.97
Howard  Chelsi,13052,1998-01-20,41.97
Howard  Chelsi,13052,1998-04-15,11.49
Howard  Chelsi,13052,1998-05-04,64.35
Howard  Chelsi,13052,1998-06-10,33.95
Howard  Chelsi,13068,1997-02-16,11.99
Howard  Chelsi,13068,1997-02-16,9.77
Howard  Chelsi,13083,1997-02-16,10.77
Howard  Chelsi,13085,1997-02-16,32.92
Howard  Chelsi,13085,1997-04-15,84.96
Howard  Chelsi,13085,1997-05-14,77.01
Howard  Chelsi,13085,1997-05-27,72.2
Howard  Chelsi,13093,1997-02-16,104.72
Howard  Chelsi,13093,1997-03-08,51.73
Howard  Chelsi,13093,1997-10-05,66.96
Howard  Chelsi,13093,1998-01-08,79.44
Howard  Chelsi,13093,1998-02-28,48.94
Howard  Chelsi,13093,1998-03-16,93.97
Howard  Chelsi,13093,1998-03-25,59.45
Howard  Chelsi,13093,1998-06-10,91.92
Howard  Chelsi,13098,1997-02-16,11.77
Howard  Chelsi,13103,1997-02-16,14.79
Howard  Chelsi,13103,1997-07-05,13.77
Johnston  Preston,13122,1997-02-16,46.36
Johnston  Preston,13122,1997-02-22,26.66
Johnston  Preston,13122,1997-04-06,52.9
Johnston  Preston,13122,1997-05-05,25.77
Johnston  Preston,13122,1997-06-15,158.44
Johnston  Preston,13122,1997-07-20,59.99
Johnston  Preston,13122,1997-08-10,119.98
Johnston  Preston,13123,1997-02-16,15.36
Johnston  Preston,13128,1997-02-16,11.77
Johnston  Preston,13128,1997-05-03,11.97
Johnston  Preston,13128,1997-07-16,13.97
Johnston  Preston,13128,1997-12-28,27.98
Johnston  Preston,13128,1998-01-26,13.99
Johnston  Preston,13128,1998-04-09,14.49
Anguiano  Tristin,5844,1997-02-17,66.96
Anguiano  Tristin,5844,1997-06-27,30.6
Anguiano  Tristin,5844,1997-10-03,30.6
Howard  Chelsi,12853,1997-02-17,30.72
Howard  Chelsi,12853,1997-02-18,6.79
Johnston  Preston,13141,1997-02-17,33.4
Johnston  Preston,13142,1997-02-17,23.94
Johnston  Preston,13142,1997-03-09,8.78
Johnston  Preston,13150,1997-02-17,13.97
Johnston  Preston,13150,1997-02-22,14.96
Johnston  Preston,13158,1997-02-17,40.09
Johnston  Preston,13168,1997-02-17,22.77
Johnston  Preston,13168,1997-03-20,11.77
Johnston  Preston,13168,1997-03-20,14.79
Johnston  Preston,13168,1997-05-05,47.13
Johnston  Preston,13168,1997-05-11,14.37
Johnston  Preston,13168,1997-10-26,13.99
Johnston  Preston,13168,1997-11-25,11.49
Johnston  Preston,13168,1998-03-14,13.99
Johnston  Preston,13182,1997-02-17,29.98
Johnston  Preston,13182,1997-05-04,43.7
Johnston  Preston,13182,1997-06-28,28.34
Johnston  Preston,13182,1997-10-27,54.96
Johnston  Preston,13182,1998-02-14,31.48
Johnston  Preston,13188,1997-02-17,26.56
Johnston  Preston,13202,1997-02-17,13.97
Johnston  Preston,13220,1997-02-17,89.74
Johnston  Preston,13224,1997-02-17,16.7
Johnston  Preston,13224,1997-02-19,61.67
Johnston  Preston,13224,1997-03-06,46.17
Johnston  Preston,13234,1997-02-17,18.99
Johnston  Preston,13234,1997-04-09,18.99
Johnston  Preston,13242,1997-02-17,28.47
Johnston  Preston,13242,1997-06-08,29.73
Johnston  Preston,13243,1997-02-17,13.97
Johnston  Preston,13243,1997-10-13,16.49
Johnston  Preston,13257,1997-02-17,14.79
Johnston  Preston,13284,1997-02-17,11.77
Johnston  Preston,13322,1997-02-17,15.96
Johnston  Preston,13330,1997-02-17,58.95
Johnston  Preston,13330,1997-02-23,17.76
Johnston  Preston,13330,1997-02-24,17.76
Johnston  Preston,13330,1997-02-27,14.37
Johnston  Preston,13339,1997-02-17,15.36
Johnston  Preston,13339,1997-03-27,14.96
Johnston  Preston,13339,1997-04-16,12.97
Johnston  Preston,13343,1997-02-17,44.69
Johnston  Preston,13350,1997-02-17,26.99
Johnston  Preston,13350,1997-02-21,11.77
Johnston  Preston,13350,1997-03-18,16.36
Johnston  Preston,13350,1997-07-01,14.79
Johnston  Preston,13357,1997-02-17,31.72
Johnston  Preston,13372,1997-02-17,15.96
Johnston  Preston,13372,1998-05-31,50.73
Johnston  Preston,13375,1997-02-17,60.97
Johnston  Preston,13375,1997-04-02,25.37
Johnston  Preston,13386,1997-02-17,49.97
Johnston  Preston,13386,1997-02-25,69.96
Johnston  Preston,13386,1997-04-21,93.24
Johnston  Preston,13386,1997-08-08,86.33
Johnston  Preston,13386,1997-08-09,24.98
Johnston  Preston,13386,1997-10-23,48.98
Johnston  Preston,13386,1997-11-09,19.49
Johnston  Preston,13386,1997-11-13,114.92
Johnston  Preston,13386,1997-11-18,127.94
Johnston  Preston,13386,1997-12-09,26.48
Johnston  Preston,13386,1998-02-02,36.98
Johnston  Preston,13386,1998-03-02,24.98
Johnston  Preston,13386,1998-04-26,11.49
Johnston  Preston,13386,1998-05-06,18.49
Johnston  Preston,13386,1998-05-06,11.49
Johnston  Preston,13386,1998-05-27,78.98
Johnston  Preston,13386,1998-06-02,66.99
Johnston  Preston,13386,1998-06-23,63.47
Johnston  Preston,13391,1997-02-17,14.79
Johnston  Preston,13403,1997-02-17,36.11
Johnston  Preston,13403,1997-03-17,17.74
Johnston  Preston,13403,1997-04-15,10.77
Johnston  Preston,13403,1997-05-12,39.7
Johnston  Preston,13403,1997-05-29,26.94
Johnston  Preston,13403,1997-08-19,10.77
Johnston  Preston,13403,1997-09-20,12.99
Johnston  Preston,13403,1997-10-26,9.49
Johnston  Preston,13403,1997-11-09,35.98
Johnston  Preston,13403,1997-12-17,28.98
Johnston  Preston,13403,1998-02-08,39.55
Johnston  Preston,13403,1998-03-05,35.85
Johnston  Preston,13403,1998-03-25,43.47
Johnston  Preston,13403,1998-04-01,34.86
Johnston  Preston,13403,1998-04-08,24.98
Johnston  Preston,13403,1998-04-12,29.99
Johnston  Preston,13403,1998-04-21,47.97
Johnston  Preston,13403,1998-05-09,24.98
Johnston  Preston,13403,1998-05-16,10.49
Johnston  Preston,13403,1998-05-16,13.99
Johnston  Preston,13403,1998-05-17,10.49
Johnston  Preston,13403,1998-06-01,62.95
Johnston  Preston,13403,1998-06-01,9.99
Johnston  Preston,13403,1998-06-19,23.98
Johnston  Preston,13413,1997-02-17,15.9
Johnston  Preston,13413,1997-03-30,17.54
Johnston  Preston,13417,1997-02-17,74.59
Johnston  Preston,13417,1997-09-16,28.48
Johnston  Preston,13417,1998-02-14,46.46
Johnston  Preston,13425,1997-02-17,23.77
Johnston  Preston,13425,1997-02-27,28.74
Johnston  Preston,13425,1997-04-12,11.77
Johnston  Preston,13425,1997-06-03,29.13
Johnston  Preston,13425,1997-08-30,44.3
Johnston  Preston,13425,1997-11-22,105.93
Johnston  Preston,13425,1998-05-29,70.33
Johnston  Preston,13425,1998-06-20,52.63
Johnston  Preston,13427,1997-02-17,31.53
Johnston  Preston,13427,1997-10-04,16.99
Johnston  Preston,13427,1997-12-16,12.49
Johnston  Preston,13435,1997-02-17,27.13
Johnston  Preston,13435,1997-08-25,13.97
Johnston  Preston,13435,1997-08-26,27.93
Johnston  Preston,13435,1997-12-07,53.97
Johnston  Preston,13435,1997-12-12,9.49
Johnston  Preston,13435,1998-01-19,54.95
Johnston  Preston,13435,1998-02-28,14.49
Johnston  Preston,13444,1997-02-17,145.74
Johnston  Preston,13458,1997-02-17,22.99
Johnston  Preston,13458,1997-03-16,50.84
Johnston  Preston,13458,1997-04-13,23.99
Johnston  Preston,13458,1997-06-01,25.32
Johnston  Preston,13458,1997-09-26,24.98
Uribe Trujillo  Emily,1425,1997-02-18,17.3
Ludwig  Ashley,9651,1997-02-18,493.91
Howard  Chelsi,12380,1997-02-18,23.94
Johnston  Preston,13304,1997-02-18,140.93
Johnston  Preston,13314,1997-02-18,52.97
Johnston  Preston,13314,1997-05-26,26.73
Johnston  Preston,13314,1997-07-19,41.74
Johnston  Preston,13476,1997-02-18,16.76
Johnston  Preston,13480,1997-02-18,27.94
Johnston  Preston,13480,1997-09-14,36.97
Johnston  Preston,13488,1997-02-18,106.18
Johnston  Preston,13489,1997-02-18,14.96
Johnston  Preston,13489,1997-06-24,16.36
Johnston  Preston,13504,1997-02-18,44.28
Johnston  Preston,13504,1997-03-14,246.51
Johnston  Preston,13504,1997-04-15,99.56
Johnston  Preston,13508,1997-02-18,126.37
Johnston  Preston,13526,1997-02-18,50.97
Johnston  Preston,13535,1997-02-18,13.97
Johnston  Preston,13535,1997-04-30,14.79
Johnston  Preston,13535,1998-05-10,12.72
Johnston  Preston,13547,1997-02-18,20.55
Johnston  Preston,13559,1997-02-18,41.9
Johnston  Preston,13567,1997-02-18,55.07
Johnston  Preston,13567,1997-03-18,23.74
Johnston  Preston,13567,1997-05-12,29.75
Johnston  Preston,13567,1997-10-29,38.97
Johnston  Preston,13567,1998-06-04,31.98
Johnston  Preston,13571,1997-02-18,62.44
Johnston  Preston,13571,1997-04-23,26.73
Johnston  Preston,13580,1997-02-18,36.73
Johnston  Preston,13598,1997-02-18,32.72
Johnston  Preston,13614,1997-02-18,27.28
Johnston  Preston,13614,1997-03-18,13.97
Johnston  Preston,13614,1997-03-24,14.96
Johnston  Preston,13614,1997-04-03,29.58
Johnston  Preston,13616,1997-02-18,29.98
Johnston  Preston,13629,1997-02-18,13.97
Johnston  Preston,13648,1997-02-18,29.27
Johnston  Preston,13663,1997-02-18,86.11
Johnston  Preston,13679,1997-02-18,29.98
Johnston  Preston,13698,1997-02-18,35.77
Johnston  Preston,13701,1997-02-18,26.56
Johnston  Preston,13701,1997-07-01,11.97
Johnston  Preston,13701,1998-06-23,22.98
Johnston  Preston,13709,1997-02-18,24.98
Johnston  Preston,13709,1997-09-11,23.49
Johnston  Preston,13709,1997-10-08,2.99
Johnston  Preston,13709,1997-12-07,22.98
Johnston  Preston,13709,1998-01-06,24.98
Johnston  Preston,13709,1998-06-17,27.98
Johnston  Preston,13710,1997-02-18,36.54
Johnston  Preston,13710,1997-03-05,13.97
Johnston  Preston,13710,1997-05-20,74.29
Johnston  Preston,13710,1997-08-03,34.52
Johnston  Preston,13710,1997-08-03,14.96
Johnston  Preston,13710,1997-12-27,15.49
Johnston  Preston,13710,1998-03-21,39.75
Johnston  Preston,13710,1998-05-01,29.36
Johnston  Preston,13719,1997-02-18,54.77
Johnston  Preston,13719,1997-05-26,11.77
Johnston  Preston,13719,1997-08-27,54.5
Johnston  Preston,13719,1997-11-19,25.48
Johnston  Preston,13719,1998-01-26,21.98
Johnston  Preston,13726,1997-02-18,24.99
Thompson  Kristina,13739,1997-02-18,11.77
Thompson  Kristina,13751,1997-02-18,5.78
Thompson  Kristina,13764,1997-02-18,15.3
Thompson  Kristina,13764,1997-03-22,15.3
Stevens  Xavier,7606,1997-02-19,50.94
Howard  Chelsi,12702,1997-02-19,12.49
Howard  Chelsi,12702,1997-02-19,28.74
Thompson  Kristina,13771,1997-02-19,15.36
Thompson  Kristina,13786,1997-02-19,19.99
Thompson  Kristina,13786,1997-03-08,13.97
Thompson  Kristina,13786,1997-04-13,14.96
Thompson  Kristina,13786,1997-07-06,29.33
Thompson  Kristina,13786,1997-09-11,24.97
Thompson  Kristina,13786,1997-11-13,38.97
Thompson  Kristina,13794,1997-02-19,29.58
Thompson  Kristina,13802,1997-02-19,11.77
Thompson  Kristina,13802,1997-03-02,44.11
Thompson  Kristina,13811,1997-02-19,13.97
Thompson  Kristina,13811,1997-02-20,12.77
Thompson  Kristina,13811,1997-02-27,42.31
Thompson  Kristina,13811,1997-03-14,6.79
Coggs  Taylor,13829,1997-02-19,11.77
Coggs  Taylor,13844,1997-02-19,19.99
Coggs  Taylor,13857,1997-02-19,29.73
Coggs  Taylor,13857,1997-12-09,50.46
Coggs  Taylor,13857,1998-01-21,70.96
Coggs  Taylor,13869,1997-02-19,26.14
Coggs  Taylor,13883,1997-02-19,12.79
Coggs  Taylor,13898,1997-02-19,13.97
Coggs  Taylor,13901,1997-02-19,33.72
Coggs  Taylor,13901,1997-09-14,12.99
Coggs  Taylor,13901,1997-09-21,31.49
Coggs  Taylor,13901,1997-09-22,11.49
Coggs  Taylor,13901,1997-10-02,25.48
Coggs  Taylor,13901,1998-01-14,37.48
